dealer,model,slot,market,freight,date
4,Pony 3X17 <CHASSIS>,44.0,0.0,0.0,2021-05-17
4,44CC3X <CHASSIS>,44.0,0.0,0.0,2021-05-17
4,27BC2X <CHASSIS>,44.0,0.0,0.0,2021-05-17
4,45BC3X <CHASSIS>,44.0,0.0,0.0,2021-05-17
4,30PC3X <CHASSIS>,44.0,0.0,0.0,2021-05-17
4,PY-FR454-WR3X <STARGATE>,44.0,0.0,0.0,2021-05-17
4,48LB4X A <STARGATE>,44.0,0.0,0.0,2021-05-17
4,TB48 <STARGATE>,44.0,0.0,0.0,2021-05-17
4,Dump SF3X <STARGATE>,44.0,0.0,0.0,2021-05-17
4,30SB <STARGATE>,44.0,0.0,0.0,2021-05-17
4,B-Train Pull Dump_temp1 <STARGATE>,44.0,0.0,0.0,2021-05-17
4,CD2X <STARGATE>,44.0,0.0,0.0,2021-05-17
4,24SB <STARGATE>,44.0,0.0,0.0,2021-05-17
4,UBF2X <STARGATE>,44.0,0.0,0.0,2021-05-17
4,38LB3X A <STARGATE>,44.0,0.0,0.0,2021-05-17
4,28LB2X A <STARGATE>,44.0,0.0,0.0,2021-05-17
4,CD1X <STARGATE>,44.0,0.0,0.0,2021-05-17
4,Dump SF2X <STARGATE>,44.0,0.0,0.0,2021-05-17
4,Steel End Dump 2X <STARGATE>,44.0,0.0,0.0,2021-05-17
4,17PDB <STARGATE>,44.0,0.0,0.0,2021-05-17
4,Dump SF4X <STARGATE>,44.0,0.0,0.0,2021-05-17
4,Dump 36SF3X <STARGATE>,44.0,0.0,0.0,2021-05-17
4,Pony Dump 3X17 <STARGATE>,44.0,0.0,0.0,2021-05-17
4,19SB <STARGATE>,44.0,0.0,0.0,2021-05-17
4,End Dump - temp1 <STARGATE>,44.0,0.0,0.0,2021-05-17
4,B-Train Dump_temp1 <STARGATE>,44.0,0.0,0.0,2021-05-17
4,Pony Chassis <STARGATE>,44.0,0.0,0.0,2021-05-17
4,End Dump 4X <END DUMPS>,44.0,0.0,0.0,2021-05-17
4,Frameless Alum. U Body 2X <END DUMPS>,44.0,0.0,0.0,2021-05-17
4,Frameless Alum. U Body 3X <END DUMPS>,44.0,0.0,0.0,2021-05-17
4,20ANR <TAGS>,0.044,0.0,0.0,2021-05-17
4,15BWS2X <TAGS>,0.044,0.0,0.0,2021-05-17
4,20BWS3X <TAGS>,0.044,0.0,0.0,2021-05-17
4,20FDNT <TAGS>,0.044,0.0,0.0,2021-05-17
4,20PLS2X <TAGS>,0.044,0.0,0.0,2021-05-17
4,30NTT <TAGS>,0.044,0.0,0.0,2021-05-17
4,30FDNT <TAGS>,0.044,0.0,0.0,2021-05-17
4,15BWS2X G <TAGS>,0.044,0.0,0.0,2021-05-17
4,20NTTS <TAGS>,0.044,0.0,0.0,2021-05-17
4,40EPT1X <TAGS>,0.044,0.0,0.0,2021-05-17
4,30 ANR MINE <TAGS>,0.044,0.0,0.0,2021-05-17
4,20PT2X <TAGS>,0.044,0.0,0.0,2021-05-17
4,WTT2X <TAGS>,0.044,0.0,0.0,2021-05-17
4,25PT3X <TAGS>,0.044,0.0,0.0,2021-05-17
4,20ART <TAGS>,0.044,0.0,0.0,2021-05-17
4,20MTT <TAGS>,0.044,0.0,0.0,2021-05-17
4,20NTT <TAGS>,0.044,0.0,0.0,2021-05-17
4,25ANR <TAGS>,0.044,0.0,0.0,2021-05-17
4,25ART <TAGS>,0.044,0.0,0.0,2021-05-17
4,25NTT <TAGS>,0.044,0.0,0.0,2021-05-17
4,20FDNT ECO <TAGS>,0.044,0.0,0.0,2021-05-17
4,25FDNT <TAGS>,0.044,0.0,0.0,2021-05-17
4,25FDNT ECO <TAGS>,0.044,0.0,0.0,2021-05-17
4,20BWS2X <TAGS>,0.044,0.0,0.0,2021-05-17
4,25BWS3X <TAGS>,0.044,0.0,0.0,2021-05-17
4,30ANR <TAGS>,0.044,0.0,0.0,2021-05-17
4,30ART <TAGS>,0.044,0.0,0.0,2021-05-17
