IDStd,Model No,Standard No,Group,Section,Description,Start Date,End Date,SortG,SortSe,Selection,SortGv2,SortSev2,New Spec Wording
6274,32DT3X V2018,32DT3X V2018-017,STRUCTURE,Tailgate,"54 in. top hinge gate, 3/16 in. Hardox 450 c/w air lock and automatic suspension drop - includes spreader chains on rear, and air override tailgate valve for manual release., beveled top lip for easy removel product forming on top",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,4,8,0,16,70,NULL
6275,32DT3X V2018,32DT3X V2018-023,STRUCTURE,Asphalt Apron,"Optional",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,4,14,0,16,140,NULL
6276,32DT3X V2018,32DT3X V2018-024,STRUCTURE,Ladder,"1 on front drivers side headboard, 1 on rear drivers side rear.",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,4,15,0,16,150,NULL
6277,32DT3X V2018,32DT3X V2018-025,SUSPENSION/AXLES,Axles,"25,000 lbs Capacity 77.5 in. Track 3/4 in. wall",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,7,1,0,40,10,NULL
6278,32DT3X V2018,32DT3X V2018-026,SUSPENSION/AXLES,Spread,"60 in.",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,7,2,0,40,20,NULL
6279,32DT3X V2018,32DT3X V2018-027,SUSPENSION/AXLES,Suspension,"Ridewell RAR 266 25,000 lbs, 15 in. Ride Height o/s c/w 4 in. air load gauge at front near gladhands",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,7,3,0,40,30,NULL
6280,32DT3X V2018,32DT3X V2018-028,SUSPENSION/AXLES,Brakes,"16 1/2 in. x 7 in.,  Includes Dust Shields",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,7,4,0,40,40,NULL
6281,32DT3X V2018,32DT3X V2018-029,SUSPENSION/AXLES,Brake Chamber,"#3030,  All Axles",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,7,5,0,40,50,NULL
6282,32DT3X V2018,32DT3X V2018-030,SUSPENSION/AXLES,Air Brake System,"2S/1M",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,7,6,0,40,60,NULL
6283,32DT3X V2018,32DT3X V2018-031,SUSPENSION/AXLES,Slack Adjusters,"Automatic",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,7,7,0,40,70,NULL
6284,32DT3X V2018,32DT3X V2018-032,SUSPENSION/AXLES,Camshafts,"28 Spline Enclosed",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,7,8,0,40,80,NULL
6285,32DT3X V2018,32DT3X V2018-033,SUSPENSION/AXLES,Hubs & Drums,"10 Stud Unimount C / W Cast Drums",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,7,9,0,40,90,NULL
6286,32DT3X V2018,32DT3X V2018-034,SUSPENSION/AXLES,Control Box,"Located on the front of the suspension",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,7,10,0,40,100,NULL
6287,32DT3X V2018,32DT3X V2018-035,SUSPENSION/AXLES,Tires,"11R22.5",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,7,11,0,40,110,NULL
6288,32DT3X V2018,32DT3X V2018-036,SUSPENSION/AXLES,Wheels,"8.25 x 22.5 Steel Disc - Painted White",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,7,12,0,40,120,NULL
6289,32DT3X V2018,32DT3X V2018-037,GENERAL SPECIFICATIONS,Electrical System,"Modular, Vapor Proof GROTE Ultra Blue",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,10,1,0,73,10,NULL
6290,32DT3X V2018,32DT3X V2018-038,GENERAL SPECIFICATIONS,Front Connector,"SAE J560 7 Pin and ISO Connector",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,10,2,0,73,20,NULL
6291,32DT3X V2018,32DT3X V2018-039,GENERAL SPECIFICATIONS,Lights,"LED CMVSS 108 / FMVSS 108",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,10,3,0,73,30,NULL
6292,32DT3X V2018,32DT3X V2018-040,GENERAL SPECIFICATIONS,Dump Valve,"Manual and Auto dump (on Tail gate activation), Inside Control Box",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,10,4,0,73,40,NULL
6293,32DT3X V2018,32DT3X V2018-041,GENERAL SPECIFICATIONS,Finishing,"Preparation by Steel Shot Blast, Commercial / Industrial Topcoat, Oven Baked",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,10,5,0,73,50,NULL
6294,32DT3X V2018,32DT3X V2018-042,GENERAL SPECIFICATIONS,Mudflaps,"2 set of BWS, 1 set at rear, 1 set at rear of front fenders",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,10,6,0,73,60,NULL
6295,32DT3X V2018,32DT3X V2018-043,GENERAL SPECIFICATIONS,Color,"Dark Gray Chassis and Body and Black highlights (accents)",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,10,7,0,73,70,NULL
6296,32DT3X V2018,32DT3X V2018-044,GENERAL SPECIFICATIONS,Fenders,"Fabricated 14 ga. Steel Plate Front and Rear Integrated into tub design - bolt on style",2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,10,8,0,73,80,NULL
9399396,32DT3X V2018,32DT3X V2018-045,STRUCTURE,1/4 frame Pivot Hinges,"Fitted with Dryslide Self Lubricated Bushings and Greasable Pins",NULL,NULL,NULL,NULL,NULL,16,131,NULL
