ID#,Model No,Option No,Start Date,End Date,Price,Sections,Description,Weight,Width,Deck Length,Spread,SortSe,Draw/Part#,Std Hours,Obsolete,Selection,New Option Wording,OptionInfo,OptionPromptFlag,OptionPrompt,OptionConfigInfo,Option_timestamp,US Price
18520,53ET3X,53ET3X-91,2021-01-04,2021-07-01,NULL,ACCESSORIES,"Remove mud flaps, set up for flaps only – customer will install their own.",NULL,NULL,NULL,NULL,17,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0x00000001D2BECA93,NULL
7536,53ET3X,53ET3X-56,2012-12-18,2013-06-30,4218.38,GOOSENECK,"*15,000 lbs Electric Winch with 90 ft. of Cable c/w 2 Lead Live Roll - Located on top of GNK",150,NULL,0,NULL,3,99000265,NULL,0,0,NULL,NULL,0,NULL,NULL,0x00000001D2BECA4E,5481.26
6354,53ET3X,53ET3X-57,2011-11-01,2012-06-30,4906.72,SUSPENSION/AXLES,* Disc Brakes (PAN 22 Axles - Tires Size 22.5 or 24.5),0,NULL,NULL,NULL,13,99000322,NULL,1,0,NULL,NULL,0,NULL,NULL,0x00000001D2BECA44,6693.7474
6355,53ET3X,53ET3X-58,2011-11-01,2012-06-30,2156.96,SUSPENSION/AXLES,"Alum. Wheel Pkg. 22.5  (6 machined, 6 polished)",-336,NULL,0,NULL,13,99000110,NULL,0,0,NULL,NULL,0,NULL,NULL,0x00000001D2BECA45,1659.2
6362,53ET3X,53ET3X-59,2011-11-01,2012-06-30,1158.29,SUSPENSION/AXLES,"Alum. Wheel Pkg. 22.5  (6 steel, 6 polished)",-168,NULL,0,NULL,13,99000111,NULL,0,0,NULL,NULL,0,NULL,NULL,0x00000001D2BECA46,891
6684,53ET3X,53ET3X-48,2011-07-01,2011-09-30,7878,GOOSENECK,"20,000 lbs electric Winch with 90 Ft of Cable installed in Gooseneck comes with lead/live roll at front of Gooseneck (Curb Side)",0,102,NULL,61,3,NULL,NULL,1,0,NULL,NULL,0,NULL,NULL,0x000000000AF1E1A9,10747.1676
6706,53ET3X,53ET3X-29,2011-11-01,2012-06-30,72.6,LOAD SECUREMENT DEVICES,Winches (3 Bar Weld On) #14001NP side mount (hooks not included) BWS #24077,15,NULL,0,NULL,9,99000281,NULL,0,0,NULL,NULL,0,NULL,NULL,0x00000001D2BECA47,55.63
6707,53ET3X,53ET3X-51,2011-11-01,2012-06-30,61.1832,RAMPS,* 38 in. x 76 in. Air Operated Planked In,-65,NULL,0,NULL,15,99000317,NULL,0,0,NULL,NULL,0,NULL,NULL,0x00000001D2BECA48,49.608
6821,53ET3X,53ET3X-52,2013-10-08,2014-06-30,5877.04,SUSPENSION/AXLES,* Disc Brakes (PAN 17 Axles - Tires Size 17.5),0,NULL,NULL,NULL,13,99000285,NULL,1,0,NULL,NULL,0,NULL,NULL,0x00000001D2BECA49,8017.458
7353,53ET3X,53ET3X-02,2012-07-01,2013-06-30,204.8,SUSPENSION/AXLES,Dual Holland Mark V 2 Speed Landing Gear,0,NULL,0,NULL,13,99000256,NULL,0,0,NULL,NULL,0,NULL,NULL,0x00000001D2BECA4A,163.84
7375,53ET3X,53ET3X-53,2012-09-21,2013-06-30,1805.6817,DECK,* Moulded Rub Rail and Stake Pockets and Spools 24 in. OC-Inside nominal width,400,NULL,NULL,NULL,7,99000297,NULL,1,0,NULL,NULL,0,NULL,NULL,0x00000001D2BECA4B,1464.0663
7428,53ET3X,53ET3X-54,2012-10-18,2013-06-30,1806.3708,SUSPENSION/AXLES,Upgrade to 255/70R22.5 Tires and 10 stud Unimount Rims/Axles with Heavy Duty Fenders and Grousar Bars,840,NULL,0,NULL,13,99000290,NULL,0,0,NULL,NULL,0,NULL,NULL,0x00000001D2BECA4C,1389.51
