ID#,Model No,Option No,Start Date,End Date,Price,Sections,Description,Weight,Width,Deck Length,Spread,SortSe,Draw/Part#,Std Hours,Obsolete,Selection,New Option Wording,OptionInfo,OptionPromptFlag,OptionPrompt,OptionConfigInfo,Option_timestamp,US Price
8693,32DT3X V2018,32DT3X V2018-15,2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,315.1832,LIGHTING/ELECTRICAL,"Strobe Lights in Rear Post",0,NULL,0,NULL,19,99000091,NULL,0,0,NULL,NULL,0,NULL,NULL,0x0000000263CD2734,268.3316
8694,32DT3X V2018,32DT3X V2018-17,2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,1781.6548,PAINT,"Paint Color: Red Color Chassis w/Gray Body",0,NULL,0,NULL,21,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0x0000000263CD2735,1516.8142
8695,32DT3X V2018,32DT3X V2018-18,2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,1781.6548,PAINT,"Paint Color: Two Tone Black",0,NULL,0,NULL,21,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0x0000000263CD2736,1516.8142
8696,32DT3X V2018,32DT3X V2018-19,2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,610.0046,SUSPENSION/AXLES,"* 30,000 lb Ridewell Suspension",130,NULL,0,NULL,13,99000099,NULL,0,0,NULL,NULL,0,NULL,NULL,0x0000000263CD2737,519.3283
8697,32DT3X V2018,32DT3X V2018-20,2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,2243.2384,SUSPENSION/AXLES,"Alum. Wheel Pkg. 22.5  (6 machined, 6 polished)",-336,NULL,0,NULL,13,99000110,NULL,0,0,NULL,NULL,0,NULL,NULL,0x0000000263CD2738,1725.5680
8698,32DT3X V2018,32DT3X V2018-21,2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,1204.6216,SUSPENSION/AXLES,"Alum. Wheel Pkg. 22.5  (6 steel, 6 polished)",-168,NULL,0,NULL,13,99000111,NULL,0,0,NULL,NULL,0,NULL,NULL,0x0000000263CD2739,926.6400
8699,32DT3X V2018,32DT3X V2018-22,2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,0.0000,SUSPENSION/AXLES,"Control Box to be Located on Driver Side Between Tandem",0,NULL,0,NULL,13,99000086,NULL,0,0,NULL,NULL,0,NULL,NULL,0x0000000263CD273A,0.0000
8700,32DT3X V2018,32DT3X V2018-24,2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,NULL,SUSPENSION/AXLES,"* Axle Spacing 61 in.",NULL,NULL,0,NULL,13,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0x0000000263CD273B,NULL
8701,32DT3X V2018,32DT3X V2018-25,2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,3003.3608,DECK,"1/2 Fenders (Stainless) Over Tires",100,NULL,0,NULL,7,99000102,NULL,0,0,NULL,NULL,0,NULL,NULL,0x0000000263CD273C,2556.9154
8702,32DT3X V2018,32DT3X V2018-26,2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,NULL,SUSPENSION/AXLES,"Lift Axle on Lead Axle",NULL,NULL,0,NULL,13,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0x0000000263CD273D,NULL
8703,32DT3X V2018,32DT3X V2018-27,2011-11-01 00:00:00.000,2012-06-30 00:00:00.000,6122.9534,SUSPENSION/AXLES,"* Disc Brakes (PAN 22 Axles - Tires Size 22.5 or 24.5)",0,NULL,NULL,NULL,13,99000100,NULL,1,0,NULL,NULL,0,NULL,NULL,0x0000000263CD273E,5212.7849
8704,32DT3X V2018,32DT3X V2018-23,2012-11-01 00:00:00.000,2013-06-30 00:00:00.000,251.9769,SUSPENSION/AXLES,"Dual 2 speed Holland Landing Gear",0,NULL,0,NULL,13,99000112,NULL,0,0,NULL,NULL,0,NULL,NULL,0x0000000263CD273F,214.5209
8705,32DT3X V2018,32DT3X V2018-28,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000,NULL,PAINT,"Silver/Grey w/ Black highlights",NULL,NULL,NULL,NULL,21,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0x0000000263CD2740,NULL
8706,32DT3X V2018,32DT3X V2018-29,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000,2415.4149,SUSPENSION/AXLES,"Air Lift c/w  Control Box",123,NULL,0,NULL,13,99000109,NULL,0,0,NULL,NULL,0,NULL,NULL,0x0000000263CD2741,2056.3668
8707,32DT3X V2018,32DT3X V2018-30,2017-07-12 00:00:00.000,2018-07-01 00:00:00.000,NULL,DECK,"1/4 in. Hardox 450 Floor, Welded down over the existing floor",NULL,NULL,NULL,NULL,7,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0x0000000263CD2742,NULL
8709,32DT3X V2018,32DT3X V2018-31,2018-01-12 00:00:00.000,2018-07-01 00:00:00.000,532.4592,SUSPENSION/AXLES,"266 O/S 25,000 Ridewell Air Ride 15 in. Ride Height - includes air gauge and dump valve",NULL,NULL,NULL,NULL,13,99001049,NULL,1,0,NULL,NULL,0,NULL,NULL,0x0000000263CD2744,726.3808
9989,32DT3X V2018,32DT3X V2018-32,2019-08-22 00:00:00.000,2020-07-01 00:00:00.000,0.0000,LIGHTING/ELECTRICAL,"Front Plug Wired as per Remorque Lewis Specifications",0,NULL,NULL,NULL,19,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,0x0000000263CD2C48,0.0000
