Text0,Text5,Text12,Text10,Text13,Text14,JobDesc,Text68,Text25,Text27,Text29,Text31,Text33,Text35,Text66,Text15,Text17,Text19,Text21,Text23,Text67,StockCode,StockDescription,Uom,WarehouseToUse,QtyRequired,QtyIssued,QtyVariance,ValueRequried,,ValueIssued,,Variance,,Text37,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,03241,NUT LOCK NYL 5/8 -11 UNC,EA,01,2,0,-2,0.44,,0,,-0.44,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,03256,WASHER LOCK 5/16,EA,01,4,0,-4,0.05,,0,,-0.05,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,03266,WASHER FLAT 3/8,EA,01,40,0,-40,0.92,,0,,-0.92,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,03711,NUT LOCK NYL 5/16 -18 UNC,EA,01,32,0,-32,1.03,,0,,-1.03,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,03748,WASHER FENDER PL 3/8 X 1-1/2,EA,01,4,0,-4,0.23,,0,,-0.23,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,03789,WASHER FENDER SS 5/16 X 1-1/2,EA,01,3,0,-3,0.4,,0,,-0.4,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,03909,BOLT HEX SS 5/16 X 1-1/4 UNC,EA,01,27,0,-27,5.79,,0,,-5.79,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,04169,"CABLE TIE 15-1/4"" 83-6029C",EA,04,14,0,-14,1.19,,0,,-1.19,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,04203,"CABLE 1/4"" X 30' #49828-10-30",EA,04,10,0,-10,110.49,,0,,-110.49,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,06137,GROMMET TAIL LAMP 40700,EA,04,4,0,-4,4.32,,0,,-4.32,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,06155,WIRE 2 COND 10GA,FT,04,40,0,-40,23.63,,0,,-23.63,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,06659,HARNESS #66813,EA,04,14,0,-14,56,,0,,-56,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,06682,HARNESS #01-6681-J7 - 4',EA,04,7,0,-7,56.7,,0,,-56.7,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,06898,LIGHT STOP/TURN/BACKUP,EA,04,12,0,-12,360,,0,,-360,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,06899,HARNESS TAIL LIGHT,EA,04,8,0,-8,78,,0,,-78,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,06971,LIGHT GREEN #60824,EA,04,1,0,-1,5,,0,,-5,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,08055,FITTING GREASE STR. 1/8,EA,04,3,0,-3,0.84,,0,,-0.84,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,100915,SPRAY BOM EMPTY CANS,EA,04,4,0,-4,16.52,,0,,-16.52,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,13013,"LOOM 1/4"" SPLIT 83-8003-3",FT,04,17,0,-17,1.56,,0,,-1.56,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,13014,"LOOM 1-1/2"" SPLIT 83-8005-3",FT,04,10,0,-10,3.66,,0,,-3.66,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,17106,NIPPLE 1/4 X 2,EA,04,2,0,-2,1.05,,0,,-1.05,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,19097,"FLAP MUD 36"" x 24"" PLAIN",EA,04,1,0,-1,17.61,,0,,-17.61,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,19125,"FLAP MUD 24"" X 30"" (BWS)",EA,04,6,0,-6,112.56,,0,,-112.56,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,23034,UNDERCOATING  AEROSOL,EA,04,2,0,-2,14.5,,0,,-14.5,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,401092,SEPARATOR 10 STUD HUBPILOT#590,EA,04,14,0,-14,43.06,,0,,-43.06,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,401703,HOLDER PERMIT #01175,EA,04,1,0,-1,9.84,,0,,-9.84,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,402194,VALVE PROPORTIONING SELF,EA,04,1,0,-1,214.22,,0,,-214.22,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,40933576,SIDE STAINLESS TRIM FOR,EA,04,2,0,-2,38.68,,0,,-38.68,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,40938157,CENTER STAINLESS TRIM FOR,EA,01,1,0,-1,89.01,,0,,-89.01,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,AccessTotalsValueRequried:,"41,536.50",AccessTotalsValueIssued:,0.00,AccessTotalsVariance:,"-41,536.50",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2,40994661,BEAM ASSY.8751LF4X5TNB TRI,SET,01,1,0,-1,6136.14,,0,,-6136.14,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,40945864,PLATE FLAT SUSPENSION,EA,01,6,0,-6,24.28,,0,,-24.28,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40900403,BRACKET WINCH,EA,01,10,0,-10,23.15,,0,,-23.15,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40900405,POCKET WINCH CHAIN,EA,01,10,0,-10,50.61,,0,,-50.61,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40900467,BRACKET LANDING GEAR (SMALL),EA,01,2,0,-2,6.28,,0,,-6.28,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40900470,BRACKET LANDING GEAR (LARGE),EA,01,1,0,-1,4.33,,0,,-4.33,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40900473,"BRACKET 7-1/8 "" AIR TANK",EA,01,6,0,-6,18.92,,0,,-18.92,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40900480,RIDE HEIGHT BRACKET,EA,01,1,0,-1,3.36,,0,,-3.36,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40900483,BRACKET P S MUDFLAP,EA,01,1,0,-1,3.46,,0,,-3.46,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40900489,BRACKET MUDFLAP,EA,01,2,0,-2,16.42,,0,,-16.42,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40900489A,BRACKET MUDFLAP LH,EA,01,1,0,-1,8.21,,0,,-8.21,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40900489B,BRACKET MUDFLAP RH,EA,01,1,0,-1,5.61,,0,,-5.61,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40900493,HANDLE WINCH  BWS FABRICATED,EA,01,9,0,-9,26.31,,0,,-26.31,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40900494,"TUBE WINCH BRACKET 8""",EA,01,7,0,-7,81.32,,0,,-81.32,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40900496,"TUBE WINCH BRACKET   18""",EA,01,1,0,-1,18.95,,0,,-18.95,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40900503-1,GROMMET SMALL ONE HOLE,EA,01,8,0,-8,4.99,,0,,-4.99,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40900533,BRACKET RIDE HEIGHT,EA,01,1,0,-1,2.06,,0,,-2.06,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40900678,BRACKET D S MUDFLAP,EA,01,1,0,-1,3.46,,0,,-3.46,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40933026-108,"BUNK HEAVY DUTY 108"" FABRICATE",EA,01,1,0,-1,335.04,,0,,-335.04,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40933064,BOX D S LOGGER TAILIGHT,EA,01,1,0,-1,63.79,,0,,-63.79,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40933081,BRACKET CENTER MUDFLAP,EA,01,1,0,-1,11.06,,0,,-11.06,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40933333,COUPLER PLATE ASSY BOLT-IN,EA,01,1,0,-1,703.73,,0,,-703.73,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40933339,BOX P S LOGGER TAILIGHT,EA,01,1,0,-1,64.44,,0,,-64.44,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40945277,BRACKET AIR CONTROL BOX,EA,01,1,0,-1,31.47,,0,,-31.47,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40950628,BOX D S MIDWAY TURN LIGHT,EA,01,1,0,-1,62.65,,0,,-62.65,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40950629,BOX P S MIDWAY TURN LIGHT,EA,01,1,0,-1,62.65,,0,,-62.65,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40950637,"FRONT MUDFLAP 7"" HANGER ASSY",EA,01,1,0,-1,91.26,,0,,-91.26,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40950639,"FRONT MUDFLAP 7"" HANGER ASSY",EA,01,1,0,-1,94.38,,0,,-94.38,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40950647,HANDLE WINCH  BWS SHORT,EA,01,1,0,-1,2.84,,0,,-2.84,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40953512,COVER PLATE 100KSI,EA,01,1,0,-1,216.56,,0,,-216.56,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40953513,COVER PLATE 100KSI,EA,01,1,0,-1,216.56,,0,,-216.56,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40953514,COVER PLATE 100 KSI,EA,01,1,0,-1,216.56,,0,,-216.56,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40953515,COVER PLATE 100KSI,EA,01,1,0,-1,216.56,,0,,-216.56,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40953516,COVER PLATE 100 KSI,EA,01,1,0,-1,216.56,,0,,-216.56,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40953545,"BUNK HEAVY DUTY 108"" FABRICATE",EA,01,1,0,-1,392.62,,0,,-392.62,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40953553,"AXLE STOP 2-1/4""",EA,01,2,0,-2,41.88,,0,,-41.88,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40954620,BUMPER REAR PUSH/IMPACT,EA,01,1,0,-1,468.21,,0,,-468.21,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40956379,SUSPENSION GUSSET,EA,01,6,0,-6,87.98,,0,,-87.98,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40959206,"HOSE ASSY 44-1/4"" GREASE",EA,01,3,0,-3,49.23,,0,,-49.23,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40994654,"STEEL KIT FOR 51' LOG TRL 108""",EA,01,1,0,-1,1399.89,,0,,-1399.89,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4,40994655,BOTTOM WRAP,EA,01,2,0,-2,263.15,,0,,-263.15,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,7,40935045,"STAKE BWS 4-1/2X3X112""",EA,01,8,0,-8,2040.62,,0,,-2040.62,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,7,40961443,"STAKE BWS 4-1/2X3X106""",EA,01,12,0,-12,3029.13,,0,,-3029.13,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,40900492,"BRACKET, ALUM. MUD FLAP",EA,04,8,0,-8,26.46,,0,,-26.46,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,40933615,BRACKET MUD FLAP,EA,04,1,0,-1,7.88,,0,,-7.88,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,40934834,BRACKET ALUMINUM MUDFLAP,EA,04,1,0,-1,16.45,,0,,-16.45,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,13,40934838,MUDFLAP FRONT OF CONTROL BOX,EA,04,1,0,-1,9.12,,0,,-9.12,,-100,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,AccessTotalsValueRequried:,"16,876.59",AccessTotalsValueIssued:,0.00,AccessTotalsVariance:,"-16,876.59",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,AccessTotalsValueRequried1:,"58,413.09",AccessTotalsValueIssued1:,0.00,AccessTotalsVariance1:,"-58,413.09",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$ Var
%",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operation,WorkCentre,WorkCentreDesc,IMachine,Description,RunTimeRequired,RunTimeIssued,RunTimeVariance,ValueRequired,ValueIssued,ValueVariance,Text37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,MACHINE SHOP, ,,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,B,BEAM ASSEMBLY, ,,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,A,AXLE & SUSPENSION,04,Suspension,11.5,0,-11.5,747.5,0,-747.5,-100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,T,TRAILER ASSEMBLY,41,Step 1,38,0,-38,2470,0,-2470,-100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,T,TRAILER ASSEMBLY,42,Step 2,45.5,0,-45.5,2957.5,0,-2957.5,-100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,W,WHEELS,40,Tires,2.8,0,-2.8,182,0,-182,-100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,P,PAINT & BLAST,05,Blast,7.5,0,-7.5,487.5,0,-487.5,-100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,P,PAINT & BLAST,06,Paint,24,0,-24,1560,0,-1560,-100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,F,FINISH SHOP,38,Electrical,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,F,FINISH SHOP,37,Air Components,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,F,FINISH SHOP,39,Decals,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,F,FINISH SHOP,47,GNK Assembly,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,F,FINISH SHOP,21,Final Assembly,55,0,-55,3575,0,-3575,-100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,L,SHIPPING,11,Preparation,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.30,0.00,-184.30,"11,979.50",0.00,"-11,979.50",
