Text0,Text5,Desc,LongDesc,Text89,Text91,Text64,Text19,Text15,Text17,Text66,Text94,Text67,Text68,Text69,Text70,Text71,Text72,Seq,Op,Comp,Desc_txt,LongDesc_txt,Text95,QtPer,SUOM,MC,,RT,,LC,,TC,,,,,,,,,
,,,,,,,,,,,,,,,,,,27-Jan-21,13,02561,"BUSHING SNAP IN SB750-625 5/8""",ID,0,50,EA,4.70,,,,0.00,,4.70,,,,,,,,,
,,,,,,,,,,,,,,,,,,16-Mar-21,13,03022,BOLT HEX SS 1/4 X 1 UNC,GR 18.8,0,20,EA,2.25,,,,0.00,,2.25,,,,,,,,,
,,,,,,,,,,,,,,,,,,16-Mar-21,13,03066,BOLT HEX 5/16 X 1 UNC,#0137498,0,4,EA,0.27,,,,0.00,,0.27,,,,,,,,,
,,,,,,,,,,,,,,,,,,16-Mar-21,13,03241,NUT LOCK NYL 5/8 -11 UNC,#0169782,0,2,EA,0.44,,,,0.00,,0.44,,,,,,,,,
,,,,,,,,,,,,,,,,,,19-Feb-21,13,03256,WASHER LOCK 5/16,GR 5,0,4,EA,0.05,,,,0.00,,0.05,,,,,,,,,
,,,,,,,,,,,,,,,,,,16-Mar-21,13,03266,WASHER FLAT 3/8,#1133008,0,40,EA,0.95,,,,0.00,,0.95,,,,,,,,,
,,,,,,,,,,,,,,,,,,16-Mar-21,13,03711,NUT LOCK NYL 5/16 -18 UNC,#0169777,0,24,EA,0.77,,,,0.00,,0.77,,,,,,,,,
,,,,,,,,,,,,,,,,,,08-Feb-21,13,03748,WASHER FENDER PL 3/8 X 1-1/2,34 PCS/LB,0,4,EA,0.23,,,,0.00,,0.23,,,,,,,,,
,,,,,,,,,,,,,,,,,,24-Feb-21,13,03789,WASHER FENDER SS 5/16 X 1-1/2, ,0,3,EA,0.40,,,,0.00,,0.40,,,,,,,,,
,,,,,,,,,,,,,,,,,,16-Mar-21,13,03909,BOLT HEX SS 5/16 X 1-1/4 UNC,GR 18.8,0,19,EA,4.12,,,,0.00,,4.12,,,,,,,,,
,,,,,,,,,,,,,,,,,,03-Mar-21,13,04169,"CABLE TIE 15-1/4"" 83-6029C",# 762890,0,14,EA,1.19,,,,0.00,,1.19,,,,,,,,,
,,,,,,,,,,,,,,,,,,17-Feb-21,13,100915,SPRAY BOM EMPTY CANS,NEW CAN PF589 8/14/18,0,4,EA,16.57,,,,0.00,,16.57,,,,,,,,,
,,,,,,,,,,,,,,,,,,12-Mar-21,13,13013,"LOOM 1/4"" SPLIT 83-8003-3",500',0,17,FT,1.56,,,,0.00,,1.56,,,,,,,,,
,,,,,,,,,,,,,,,,,,18-Jan-21,13,13014,"LOOM 1-1/2"" SPLIT 83-8005-3",150',0,10,FT,3.66,,,,0.00,,3.66,,,,,,,,,
,,,,,,,,,,,,,,,,,,18-Feb-21,13,17106,NIPPLE 1/4 X 2,#BI-113-B2,0,2,EA,1.06,,,,0.00,,1.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,13-Jul-20,13,19097,"FLAP MUD 36"" x 24"" PLAIN",MR3624 55TON LOWBOY,0,1,EA,17.61,,,,0.00,,17.61,,,,,,,,,
,,,,,,,,,,,,,,,,,,26-Jan-21,13,19125,"FLAP MUD 24"" X 30"" (BWS)",#SSHD2430 RAISED LETTER,0,4,EA,75.04,,,,0.00,,75.04,,,,,,,,,
,,,,,,,,,,,,,,,,,,09-Dec-20,13,23034,UNDERCOATING  AEROSOL,RUST CHECK DS-1054,0,2,EA,14.50,,,,0.00,,14.50,,,,,,,,,
,,,,,,,,,,,,,,,,,,09-Mar-21,13,401092,SEPARATOR 10 STUD HUBPILOT#5903,10 STUD,0,14,EA,42.64,,,,0.00,,42.64,,,,,,,,,
,,,,,,,,,,,,,,,,,,25-Feb-21,13,401703,HOLDER PERMIT #01175,TWIST LOCK TYPE LID,0,1,EA,9.88,,,,0.00,,9.88,,,,,,,,,
,,,,,,,,,,,,,,,,,,04-Mar-21,13,402194,VALVE PROPORTIONING SELF,STEER AXLES #1230107 / WM318A,315,1,EA,214.22,,,,0.00,,214.22,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,AccessTotalsMC:,"35,873.17",AccessTotalsLH:,0.00,AccessTotalsLC:,0.00,AccessTotalsTC:,"35,873.17",,,,,,,,
,,,,,,,,,,,,,,,,,,07-Dec-16,2,40953492,BEAM ASSY.8751LF4X5TNB TRI, ,0,1,SET,"4,315.28",,30.93,,"2,010.45",,"6,325.73",,,,,,,,,
,,,,,,,,,,,,,,,,,,31-Mar-20,3,40934890,SUSPENSION BLOCK, ,0,4,EA,3.66,,0.40,,26.00,,29.66,,,,,,,,,
,,,,,,,,,,,,,,,,,,13-Jan-21,3,40945864,PLATE FLAT SUSPENSION, ,0,6,EA,5.31,,0.30,,19.50,,24.81,,,,,,,,,
,,,,,,,,,,,,,,,,,,02-Oct-20,4,40900403,BRACKET WINCH,"1/4""--A36",0,10,EA,3.77,,0.30,,19.50,,23.27,,,,,,,,,
,,,,,,,,,,,,,,,,,,09-Feb-21,4,40900405,POCKET WINCH CHAIN, ,0,10,EA,22.55,,0.46,,29.90,,52.45,,,,,,,,,
,,,,,,,,,,,,,,,,,,19-Feb-21,4,40900467,BRACKET LANDING GEAR (SMALL),"A36 PLATE, 1 HOLE, 3/8"" X3""X 3",0,2,EA,1.18,,0.08,,5.20,,6.38,,,,,,,,,
,,,,,,,,,,,,,,,,,,13-Jan-21,4,40900470,BRACKET LANDING GEAR (LARGE),"A36 PLATE, 2 HOLE, 3/8"" X 3""X6",0,1,EA,1.18,,0.05,,3.25,,4.43,,,,,,,,,
,,,,,,,,,,,,,,,,,,03-Mar-21,4,40900473,"BRACKET 7-1/8 "" AIR TANK",LARGE AIR TANK BRACKET,0,6,EA,7.75,,0.18,,11.70,,19.45,,,,,,,,,
,,,,,,,,,,,,,,,,,,26-Jan-21,4,40900480,RIDE HEIGHT BRACKET, ,0,1,EA,0.78,,0.04,,2.60,,3.38,,,,,,,,,
,,,,,,,,,,,,,,,,,,06-Jul-20,4,40900483,BRACKET P S MUDFLAP, ,0,1,EA,0.96,,0.04,,2.60,,3.56,,,,,,,,,
,,,,,,,,,,,,,,,,,,03-Mar-21,4,40900489,BRACKET MUDFLAP,"1/8 DECK 24 X 4"" = 0.667 SQ FT",0,2,EA,7.32,,0.14,,9.10,,16.42,,,,,,,,,
,,,,,,,,,,,,,,,,,,09-Apr-20,4,40900489A,BRACKET MUDFLAP LH, ,0,1,EA,3.66,,0.07,,4.55,,8.21,,,,,,,,,
,,,,,,,,,,,,,,,,,,13-Sep-19,4,40900489B,BRACKET MUDFLAP RH, ,0,1,EA,3.66,,0.03,,1.95,,5.61,,,,,,,,,
,,,,,,,,,,,,,,,,,,23-Feb-21,4,40900493,HANDLE WINCH  BWS FABRICATED,"1/2"" M S ROUND BAR",0,9,EA,2.91,,0.36,,23.40,,26.31,,,,,,,,,
,,,,,,,,,,,,,,,,,,18-Feb-21,4,40900494,"TUBE WINCH BRACKET 8""",3 X 2 X 1/4   HSS TUBE,0,7,EA,35.21,,0.84,,54.60,,89.81,,,,,,,,,
,,,,,,,,,,,,,,,,,,20-May-20,4,40900496,"TUBE WINCH BRACKET   18""",3 X 2 X 1/4  HSS TUBE,0,1,EA,11.26,,0.16,,10.40,,21.66,,,,,,,,,
,,,,,,,,,,,,,,,,,,03-Mar-21,4,40900503-1,GROMMET SMALL ONE HOLE,10 GA. PLATE,0,8,EA,0.92,,,,0.00,,0.92,,,,,,,,,
,,,,,,,,,,,,,,,,,,26-Feb-21,4,40900533,BRACKET RIDE HEIGHT, ,0,1,EA,0.11,,0.03,,1.95,,2.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,16-Jul-20,4,40900678,BRACKET D S MUDFLAP, ,0,1,EA,0.96,,0.04,,2.60,,3.56,,,,,,,,,
,,,,,,,,,,,,,,,,,,04-Mar-21,4,40933026,"BUNK HEAVY DUTY 102"" FABRICATE",POCKETS NOT INCLUDED,0,2,EA,353.33,,4.32,,280.80,,634.13,,,,,,,,,
,,,,,,,,,,,,,,,,,,25-Feb-21,4,40933064,BOX D S LOGGER TAILIGHT, ,0,1,EA,26.74,,0.57,,37.05,,63.79,,,,,,,,,
,,,,,,,,,,,,,,,,,,30-Jun-20,4,40933081,BRACKET CENTER MUDFLAP,MOUNTED AT REAR LOG BUNK,0,1,EA,2.71,,0.13,,8.45,,11.16,,,,,,,,,
,,,,,,,,,,,,,,,,,,25-Sep-20,4,40933339,BOX P S LOGGER TAILIGHT, ,0,1,EA,26.74,,0.58,,37.70,,64.44,,,,,,,,,
,,,,,,,,,,,,,,,,,,21-Dec-20,4,40945277,BRACKET AIR CONTROL BOX, ,0,1,EA,5.69,,0.40,,26.00,,31.69,,,,,,,,,
,,,,,,,,,,,,,,,,,,24-Feb-21,4,40950628,BOX D S MIDWAY TURN LIGHT, ,0,1,EA,45.20,,0.24,,15.60,,60.80,,,,,,,,,
,,,,,,,,,,,,,,,,,,24-Feb-21,4,40950629,BOX P S MIDWAY TURN LIGHT, ,0,1,EA,45.20,,0.24,,15.60,,60.80,,,,,,,,,
,,,,,,,,,,,,,,,,,,17-Feb-21,4,40950637,"FRONT MUDFLAP 7"" HANGER ASSY",EXT BUNK P/S,0,1,EA,17.58,,1.15,,74.75,,92.33,,,,,,,,,
,,,,,,,,,,,,,,,,,,19-Feb-21,4,40950639,"FRONT MUDFLAP 7"" HANGER ASSY",EXTE BUNK D/S,0,1,EA,20.70,,1.15,,74.75,,95.45,,,,,,,,,
,,,,,,,,,,,,,,,,,,14-Jul-20,4,40950647,HANDLE WINCH  BWS SHORT,"1/2"" M S ROUND BAR",0,1,EA,0.24,,0.04,,2.60,,2.84,,,,,,,,,
,,,,,,,,,,,,,,,,,,08-Dec-16,4,40953491,"STEEL KIT FOR 51' LOG TRL 108""",5 TEIR 4 AXLE AIR RIDE  TRI,0,1,EA,851.86,,10.22,,664.30,,"1,516.16",,,,,,,,,
,,,,,,,,,,,,,,,,,,06-Aug-20,4,40953553,"AXLE STOP 2-1/4""", ,0,2,EA,5.94,,0.57,,36.79,,42.73,,,,,,,,,
,,,,,,,,,,,,,,,,,,04-Mar-21,4,40954620,BUMPER REAR PUSH/IMPACT,USED ON 51LF4X5T NB,0,0,EA,0.00,,0.00,,0.00,,0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,,04-Feb-21,4,40956379,SUSPENSION GUSSET,"TUBE HSS 4X3X1/4 X 8""",0,6,EA,33.38,,0.84,,54.60,,87.98,,,,,,,,,
,,,,,,,,,,,,,,,,,,30-Mar-16,4,40961220,COUPLER PLATE ASS'Y WELD IN KP,"5/16 COUPLER PLATE 30"" KP",0,1,EA,314.54,,1.68,,109.20,,423.74,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4,40994655,BOTTOM WRAP, ,0,2,EA,185.15,,1.20,,78.00,,263.15,,,,,,,,,
,,,,,,,,,,,,,,,,,,17-Aug-20,7,40935045,"STAKE BWS 4-1/2X3X112""","EXTE POCKET  ALL 1/4""",0,8,EA,"1,225.19",,12.56,,816.40,,"2,041.59",,,,,,,,,
,,,,,,,,,,,,,,,,,,17-Mar-21,7,40961443,"STAKE BWS 4-1/2X3X106""","EXTE POCKET  ALL 1/4""",0,12,EA,"1,805.99",,18.84,,"1,224.60",,"3,030.59",,,,,,,,,
,,,,,,,,,,,,,,,,,,17-Feb-21,13,40900492,"BRACKET, ALUM. MUD FLAP","1/8"" DECK PLATE 24 X 2""",0,6,EA,8.23,,0.18,,11.70,,19.93,,,,,,,,,
,,,,,,,,,,,,,,,,,,06-Jul-20,13,40933615,BRACKET MUD FLAP,"36"" LONG (4 HOLE)",0,1,EA,2.06,,0.09,,5.85,,7.91,,,,,,,,,
,,,,,,,,,,,,,,,,,,21-Dec-20,13,40934834,BRACKET ALUMINUM MUDFLAP,(2 HOLE),0,1,EA,3.50,,0.20,,13.00,,16.50,,,,,,,,,
,,,,,,,,,,,,,,,,,,05-Feb-21,13,40934838,MUDFLAP FRONT OF CONTROL BOX,CUT FROM 19097,0,1,EA,5.87,,0.05,,3.25,,9.12,,,,,,,,,
,,,,,,,,,,,,,,,,,,20-Oct-20,13,40950644,SKIRT REAR ALUMINUM LOGGER, ,0,1,EA,18.63,,0.96,,62.40,,81.03,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,AccessTotalsMC:,"9,432.90",AccessTotalsLH:,90.66,AccessTotalsLC:,"5,892.64",AccessTotalsTC:,"15,325.54",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,AccessTotalsMC1:,"45,306.07",AccessTotalsLH1:,90.66,AccessTotalsLC1:,"5,892.64",AccessTotalsTC1:,"51,198.71",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Run Time,Total Cost,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operation,WorkCentre,WorkCentreDesc,IMachine,Description,Text24,RT,TC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,M,MACHINE SHOP,,,1,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,B,BEAM ASSEMBLY,,,1,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,A,AXLE & SUSPENSION,04,Suspension,1,9.00,585.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,T,TRAILER ASSEMBLY,41,Step 1,1,38.00,"2,470.00"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,T,TRAILER ASSEMBLY,42,Step 2,1,38.00,"2,470.00"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,W,WHEELS,40,Tires,1,2.80,182.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,P,PAINT & BLAST,05,Blast,1,7.50,487.50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,P,PAINT & BLAST,06,Paint,1,24.00,"1,560.00"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,F,FINISH SHOP,38,Electrical,1,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,F,FINISH SHOP,37,Air Components,1,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,F,FINISH SHOP,39,Decals,1,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,F,FINISH SHOP,47,GNK Assembly,1,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,F,FINISH SHOP,21,Final Assembly,1,45.00,"2,925.00"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,L,SHIPPING,11,Preparation,1,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.30,"10,679.50"
